"Symbol","Name","LastSale","MarketCap","ADR TSO","IPOyear","Sector","Industry","Summary Quote",
"FOSL","Fossil Group, Inc.","13.72","680618631.84","n/a","1993","Consumer Non-Durables","Consumer Specialties","https://www.nasdaq.com/symbol/fosl",
"FOXF","Fox Factory Holding Corp.","69.89","2658205974.71","n/a","2013","Consumer Non-Durables","Motor Vehicles","https://www.nasdaq.com/symbol/foxf",
"FDP","Fresh Del Monte Produce, Inc.","27.03","1310593798.11","n/a","1997","Consumer Non-Durables","Farming/Seeds/Milling","https://www.nasdaq.com/symbol/fdp",
"FRPT","Freshpet, Inc.","42.29","1507383237.56","n/a","2014","Consumer Non-Durables","Packaged Foods","https://www.nasdaq.com/symbol/frpt",
"FORK","Fuling Global Inc.","2.4","37872492","n/a","2015","Consumer Non-Durables","Plastic Products","https://www.nasdaq.com/symbol/fork",
"FNKO","Funko, Inc.","21.72","1058864791.32","n/a","2017","Consumer Non-Durables","Recreational Products/Toys","https://www.nasdaq.com/symbol/fnko",
"FTFT","Future FinTech Group Inc.","0.72","22332299.76","n/a","n/a","Consumer Non-Durables","Packaged Foods","https://www.nasdaq.com/symbol/ftft",
"WILC","G. Willi-Food International,  Ltd.","8.1961","108327976.6415","n/a","n/a","Consumer Non-Durables","Food Distributors","https://www.nasdaq.com/symbol/wilc",
"GPIC","Gaming Partners International Corporation","13.02","105353855.88","n/a","n/a","Consumer Non-Durables","Recreational Products/Toys","https://www.nasdaq.com/symbol/gpic",
"GIS","General Mills, Inc.","51.75","30987417741.75","n/a","n/a","Consumer Non-Durables","Packaged Foods","https://www.nasdaq.com/symbol/gis",
"GIII","G-III Apparel Group, LTD.","39.96","1972249256.52","n/a","1989","Consumer Non-Durables","Apparel","https://www.nasdaq.com/symbol/giii",
"GIL","Gildan Activewear, Inc.","35.97","7430518396.95","n/a","1998","Consumer Non-Durables","Apparel","https://www.nasdaq.com/symbol/gil",
"GLAD","Gladstone Capital Corporation","9.01","256827752.45","n/a","2001","Consumer Non-Durables","Textiles","https://www.nasdaq.com/symbol/glad",
"GLADD","Gladstone Capital Corporation","25.6","0","n/a","n/a","Consumer Non-Durables","Textiles","https://www.nasdaq.com/symbol/gladd",
"GLADN","Gladstone Capital Corporation","25.3504","52475328","n/a","n/a","Consumer Non-Durables","Textiles","https://www.nasdaq.com/symbol/gladn",
"GNC","GNC Holdings, Inc.","2.73","229227013.47","n/a","2011","Consumer Non-Durables","Food Chains","https://www.nasdaq.com/symbol/gnc",
"GES","Guess?, Inc.","19.6","1588361812.8","n/a","1996","Consumer Non-Durables","Apparel","https://www.nasdaq.com/symbol/ges",
"HOG","Harley-Davidson, Inc.","35.66","5689337435.3","n/a","n/a","Consumer Non-Durables","Motor Vehicles","https://www.nasdaq.com/symbol/hog",
"HAS","Hasbro, Inc.","85.02","10699126799.4","n/a","n/a","Consumer Non-Durables","Recreational Products/Toys","https://www.nasdaq.com/symbol/has",
"HSY","Hershey Company (The)","114.83","23944327945.02","n/a","n/a","Consumer Non-Durables","Specialty Foods","https://www.nasdaq.com/symbol/hsy",
"HFFG","HF Foods Group Inc.","13.25","293719189.5","n/a","2017","Consumer Non-Durables","Food Distributors","https://www.nasdaq.com/symbol/hffg",
"HRL","Hormel Foods Corporation","44.76","23976847823.28","n/a","n/a","Consumer Non-Durables","Meat/Poultry/Fish","https://www.nasdaq.com/symbol/hrl",
"TWNK","Hostess Brands, Inc.","12.5","1628769700","n/a","2015","Consumer Non-Durables","Packaged Foods","https://www.nasdaq.com/symbol/twnk",
"TWNKW","Hostess Brands, Inc.","1.3","0","n/a","2015","Consumer Non-Durables","Packaged Foods","https://www.nasdaq.com/symbol/twnkw",
"HWCC","Houston Wire & Cable Company","6.33","105160365.96","n/a","2006","Consumer Non-Durables","Telecommunications Equipment","https://www.nasdaq.com/symbol/hwcc",
"ICON","Iconix Brand Group, Inc.","2.06","15489675.6","n/a","n/a","Consumer Non-Durables","Shoe Manufacturing","https://www.nasdaq.com/symbol/icon",
"IGC","India Globalization Capital Inc.","2.08","82340589.76","n/a","n/a","Consumer Non-Durables","Electronic Components","https://www.nasdaq.com/symbol/igc",
"IBA","Industrias Bachoco, S.A. de C.V.","46.1","2305000000","n/a","1997","Consumer Non-Durables","Meat/Poultry/Fish","https://www.nasdaq.com/symbol/iba",
"INGR","Ingredion Incorporated","94.69","6312741976.78","n/a","n/a","Consumer Non-Durables","Packaged Foods","https://www.nasdaq.com/symbol/ingr",
"IMTE","Integrated Media Technology Limited","12.99","34668829.14","n/a","n/a","Consumer Non-Durables","Consumer Electronics/Appliances","https://www.nasdaq.com/symbol/imte",
"IPAR","Inter Parfums, Inc.","75.87","2385530184.06","n/a","n/a","Consumer Non-Durables","Package Goods/Cosmetics","https://www.nasdaq.com/symbol/ipar",
"ITRN","Ituran Location and Control Ltd.","34.15","716080626.9","n/a","2005","Consumer Non-Durables","Electronic Components","https://www.nasdaq.com/symbol/itrn",
"JJSF","J & J Snack Foods Corp.","158.84","2983434537.6","n/a","1986","Consumer Non-Durables","Specialty Foods","https://www.nasdaq.com/symbol/jjsf",
"JILL","J. Jill, Inc.","5.49","239761574.82","n/a","2017","Consumer Non-Durables","Apparel","https://www.nasdaq.com/symbol/jill",
"SJM","J.M. Smucker Company (The)","116.5","13251474939","n/a","n/a","Consumer Non-Durables","Packaged Foods","https://www.nasdaq.com/symbol/sjm",
"JAKK","JAKKS Pacific, Inc.","1.01","29710706.41","n/a","1996","Consumer Non-Durables","Recreational Products/Toys","https://www.nasdaq.com/symbol/jakk",
"JEF","Jefferies Financial Group Inc.","18.79","5680052812.98","n/a","n/a","Consumer Non-Durables","Meat/Poultry/Fish","https://www.nasdaq.com/symbol/jef",
"JRSH","Jerash Holdings (US), Inc.","7.3667","83427877.5","n/a","2018","Consumer Non-Durables","Apparel","https://www.nasdaq.com/symbol/jrsh",
"JBSS","John B. Sanfilippo & Son, Inc.","71.87","818366441.2","n/a","1991","Consumer Non-Durables","Specialty Foods","https://www.nasdaq.com/symbol/jbss",
"JOUT","Johnson Outdoors Inc.","71.36","716382040.96","n/a","n/a","Consumer Non-Durables","Recreational Products/Toys","https://www.nasdaq.com/symbol/jout",
"KBSF","KBS Fashion Group Limited","3.8","8468288.6","n/a","2013","Consumer Non-Durables","Apparel","https://www.nasdaq.com/symbol/kbsf",
"K","Kellogg Company","57.38","19722592318.16","n/a","n/a","Consumer Non-Durables","Packaged Foods","https://www.nasdaq.com/symbol/k",
"KDP","Keurig Dr Pepper Inc.","27.97","39328100142.37","n/a","n/a","Consumer Non-Durables","Beverages (Production/Distribution)","https://www.nasdaq.com/symbol/kdp",
"KN","Knowles Corporation","17.63","1590518887.19","n/a","2014","Consumer Non-Durables","Consumer Electronics/Appliances","https://www.nasdaq.com/symbol/kn",
"KOSS","Koss Corporation","2.06","15253951.86","n/a","n/a","Consumer Non-Durables","Consumer Electronics/Appliances","https://www.nasdaq.com/symbol/koss",
"LW","Lamb Weston Holdings, Inc.","74.94","10978113702.42","n/a","2016","Consumer Non-Durables","Packaged Foods","https://www.nasdaq.com/symbol/lw",
"LANC","Lancaster Colony Corporation","156.69","4310227736.55","n/a","n/a","Consumer Non-Durables","Packaged Foods","https://www.nasdaq.com/symbol/lanc",
"LNDC","Landec Corporation","12.28","358210645.44","n/a","1996","Consumer Non-Durables","Packaged Foods","https://www.nasdaq.com/symbol/lndc",
"LEVB","Level Brands, Inc.","4.42","44621650.32","n/a","2017","Consumer Non-Durables","Package Goods/Cosmetics","https://www.nasdaq.com/symbol/levb",
"LEVI","Levi Strauss & Co","23.55","863500007.85","n/a","2019","Consumer Non-Durables","Apparel","https://www.nasdaq.com/symbol/levi",
"LWAY","Lifeway Foods, Inc.","2.42","38327221.9","n/a","n/a","Consumer Non-Durables","Packaged Foods","https://www.nasdaq.com/symbol/lway",
"LMNR","Limoneira Co","23.53","418192878.09","n/a","n/a","Consumer Non-Durables","Farming/Seeds/Milling","https://www.nasdaq.com/symbol/lmnr",
"YVR","Liquid Media Group Ltd.","3.55","14592395.7","n/a","n/a","Consumer Non-Durables","Beverages (Production/Distribution)","https://www.nasdaq.com/symbol/yvr",
"LRAD","LRAD Corporation","2.85","92953129.05","n/a","n/a","Consumer Non-Durables","Consumer Electronics/Appliances","https://www.nasdaq.com/symbol/lrad",
"LULU","lululemon athletica inc.","163.87","20201916541.8","n/a","2007","Consumer Non-Durables","Apparel","https://www.nasdaq.com/symbol/lulu",
"MAT","Mattel, Inc.","13","4490151016","n/a","n/a","Consumer Non-Durables","Recreational Products/Toys","https://www.nasdaq.com/symbol/mat",
"MKC","McCormick & Company, Incorporated","150.63","18445448617.35","n/a","n/a","Consumer Non-Durables","Packaged Foods","https://www.nasdaq.com/symbol/mkc",
"MKC.V","McCormick & Company, Incorporated","n/a","0","n/a","n/a","Consumer Non-Durables","Packaged Foods","https://www.nasdaq.com/symbol/mkc.v",
"MED","MEDIFAST INC","127.55","1514075132.2","n/a","n/a","Consumer Non-Durables","Packaged Foods","https://www.nasdaq.com/symbol/med",
"MGPI","MGP Ingredients, Inc.","77.15","1308294501.45","n/a","n/a","Consumer Non-Durables","Beverages (Production/Distribution)","https://www.nasdaq.com/symbol/mgpi",
"TAP","Molson Coors Brewing  Company","59.65","11693942402.3","n/a","n/a","Consumer Non-Durables","Beverages (Production/Distribution)","https://www.nasdaq.com/symbol/tap",
"MDLZ","Mondelez International, Inc.","49.92","72092938894.08","n/a","n/a","Consumer Non-Durables","Packaged Foods","https://www.nasdaq.com/symbol/mdlz",
"MNST","Monster Beverage Corporation","54.58","29645027064.02","n/a","n/a","Consumer Non-Durables","Beverages (Production/Distribution)","https://www.nasdaq.com/symbol/mnst",
"MOV","Movado Group Inc.","36.38","596537375.62","n/a","n/a","Consumer Non-Durables","Consumer Specialties","https://www.nasdaq.com/symbol/mov",
"MYE","Myers Industries, Inc.","17.11","605491075.4","n/a","n/a","Consumer Non-Durables","Plastic Products","https://www.nasdaq.com/symbol/mye",
"NAKD","Naked Brand Group Limited","0.3149","9333939.8785","n/a","n/a","Consumer Non-Durables","Apparel","https://www.nasdaq.com/symbol/nakd",
"FIZZ","National Beverage Corp.","57.73","2692673834.2","n/a","n/a","Consumer Non-Durables","Beverages (Production/Distribution)","https://www.nasdaq.com/symbol/fizz",
"NLS","Nautilus Group, Inc. (The)","5.56","164520522.32","n/a","n/a","Consumer Non-Durables","Recreational Products/Toys","https://www.nasdaq.com/symbol/nls",
"NBEV","New Age Beverages Corporation","5.26","394850273.92","n/a","n/a","Consumer Non-Durables","Beverages (Production/Distribution)","https://www.nasdaq.com/symbol/nbev",
"NWL","Newell Brands Inc.","15.34","6485752000","n/a","n/a","Consumer Non-Durables","Plastic Products","https://www.nasdaq.com/symbol/nwl",
"NKE","Nike, Inc.","84.21","132529491264.45","n/a","n/a","Consumer Non-Durables","Shoe Manufacturing","https://www.nasdaq.com/symbol/nke",
"NOMD","Nomad Foods Limited","20.45","3976544933.75","n/a","2016","Consumer Non-Durables","Packaged Foods","https://www.nasdaq.com/symbol/nomd",
"SEED","Origin Agritech Limited","7.41","1729723.71","n/a","n/a","Consumer Non-Durables","Farming/Seeds/Milling","https://www.nasdaq.com/symbol/seed",
"OXM","Oxford Industries, Inc.","75.26","1275972414.66","n/a","n/a","Consumer Non-Durables","Apparel","https://www.nasdaq.com/symbol/oxm",
"PEP","Pepsico, Inc.","122.55","172094747212.65","n/a","n/a","Consumer Non-Durables","Beverages (Production/Distribution)","https://www.nasdaq.com/symbol/pep",
"PFGC","Performance Food Group Company","39.64","4170226109","n/a","2015","Consumer Non-Durables","Food Distributors","https://www.nasdaq.com/symbol/pfgc",
"PM","Philip Morris International Inc","88.39","137516697598.94","n/a","n/a","Consumer Non-Durables","Farming/Seeds/Milling","https://www.nasdaq.com/symbol/pm",
"PPC","Pilgrim&#39;s Pride Corporation","22.29","5549431655.49","n/a","n/a","Consumer Non-Durables","Meat/Poultry/Fish","https://www.nasdaq.com/symbol/ppc",
"PLAG","Planet Green Holdings Corp","4.35","19092.15","n/a","n/a","Consumer Non-Durables","Packaged Foods","https://www.nasdaq.com/symbol/plag",
"POPE","Pope Resources","66.4962","290315959.0686","n/a","n/a","Consumer Non-Durables","Environmental Services","https://www.nasdaq.com/symbol/pope",
"POST","Post Holdings, Inc.","109.4","7921017073.2","n/a","2012","Consumer Non-Durables","Packaged Foods","https://www.nasdaq.com/symbol/post",
"PRMW","Primo Water Corporation","15.46","602864694.34","n/a","2010","Consumer Non-Durables","Food Distributors","https://www.nasdaq.com/symbol/prmw",
"PVH","PVH Corp.","121.95","9235910322.9","n/a","n/a","Consumer Non-Durables","Apparel","https://www.nasdaq.com/symbol/pvh",
"RADA","RADA Electronic Industries Ltd.","2.94","110305542.48","n/a","n/a","Consumer Non-Durables","Electronic Components","https://www.nasdaq.com/symbol/rada",
"RL","Ralph Lauren Corporation","129.68","10195694735.36","n/a","1997","Consumer Non-Durables","Apparel","https://www.nasdaq.com/symbol/rl",
"RAND","Rand Capital Corporation","2.8365","17932318.962","n/a","n/a","Consumer Non-Durables","Textiles","https://www.nasdaq.com/symbol/rand",
"RAVE","Rave Restaurant Group, Inc.","1.54","23209818.94","n/a","n/a","Consumer Non-Durables","Food Distributors","https://www.nasdaq.com/symbol/rave",
"REED","Reeds, Inc.","2.89","74307128.01","n/a","n/a","Consumer Non-Durables","Beverages (Production/Distribution)","https://www.nasdaq.com/symbol/reed",
"BIQI","Renmin Tianli Group, Inc.","2.04","16388839.8","n/a","n/a","Consumer Non-Durables","Farming/Seeds/Milling","https://www.nasdaq.com/symbol/biqi",
"REV","Revlon, Inc.","19.38","1024581084.18","n/a","1996","Consumer Non-Durables","Package Goods/Cosmetics","https://www.nasdaq.com/symbol/rev",
"RIBT","RiceBran Technologies","3.72","120329277.6","n/a","n/a","Consumer Non-Durables","Packaged Foods","https://www.nasdaq.com/symbol/ribt",
"RELL","Richardson Electronics, Ltd.","6.78","88475745.6","n/a","1983","Consumer Non-Durables","Electronic Components","https://www.nasdaq.com/symbol/rell",
"RCKY","Rocky Brands, Inc.","23.96","176866969.6","n/a","1993","Consumer Non-Durables","Shoe Manufacturing","https://www.nasdaq.com/symbol/rcky",
"RMCF","Rocky Mountain Chocolate Factory, Inc.","9.02","53656913.2","n/a","n/a","Consumer Non-Durables","Specialty Foods","https://www.nasdaq.com/symbol/rmcf",
"SANW","S&W Seed Company","2.68","89168097.04","n/a","n/a","Consumer Non-Durables","Farming/Seeds/Milling","https://www.nasdaq.com/symbol/sanw",
"SAFM","Sanderson Farms, Inc.","131.84","2921109532.16","n/a","1987","Consumer Non-Durables","Meat/Poultry/Fish","https://www.nasdaq.com/symbol/safm",
"SENEA","Seneca Foods Corp.","24.6","235545073.8","n/a","n/a","Consumer Non-Durables","Packaged Foods","https://www.nasdaq.com/symbol/senea",
"SENEB","Seneca Foods Corp.","27.2439","260860424.2317","n/a","n/a","Consumer Non-Durables","Packaged Foods","https://www.nasdaq.com/symbol/seneb",
"SQBG","Sequential Brands Group, Inc.","1.28","82512339.2","n/a","n/a","Consumer Non-Durables","Apparel","https://www.nasdaq.com/symbol/sqbg",
"TYHT","Shineco, Inc.","1.3","29733303.6","n/a","2016","Consumer Non-Durables","Farming/Seeds/Milling","https://www.nasdaq.com/symbol/tyht",
"SITE","SiteOne Landscape Supply, Inc.","57.15","2340597280.95","n/a","2016","Consumer Non-Durables","Farming/Seeds/Milling","https://www.nasdaq.com/symbol/site",
"SKX","Skechers U.S.A., Inc.","33.61","5191894263.68","n/a","1999","Consumer Non-Durables","Shoe Manufacturing","https://www.nasdaq.com/symbol/skx",
"SONO","Sonos, Inc.","10.29","1037675591.61","n/a","2018","Consumer Non-Durables","Consumer Electronics/Appliances","https://www.nasdaq.com/symbol/sono",
"SNE","Sony Corp Ord","42.24","53246450146.56","n/a","n/a","Consumer Non-Durables","Consumer Electronics/Appliances","https://www.nasdaq.com/symbol/sne",
"SPTN","SpartanNash Company","15.87","570558462.18","n/a","n/a","Consumer Non-Durables","Food Distributors","https://www.nasdaq.com/symbol/sptn",
"SDI","Standard Diversified Inc.","19.19","323443573.62","n/a","n/a","Consumer Non-Durables","Tobacco","https://www.nasdaq.com/symbol/sdi",
"SHOO","Steven Madden, Ltd.","33.84","2907121339.44","n/a","1993","Consumer Non-Durables","Shoe Manufacturing","https://www.nasdaq.com/symbol/shoo",
"SGC","Superior Group of Companies, Inc.","16.62","255012892.32","n/a","n/a","Consumer Non-Durables","Apparel","https://www.nasdaq.com/symbol/sgc",
"SYY","Sysco Corporation","66.76","34278767248.36","n/a","n/a","Consumer Non-Durables","Food Distributors","https://www.nasdaq.com/symbol/syy",
"TAIT","Taitron Components Incorporated","2.63","14806497.61","n/a","1995","Consumer Non-Durables","Electronic Components","https://www.nasdaq.com/symbol/tait",
"TLF","Tandy Leather Factory, Inc.","6","54047010","n/a","n/a","Consumer Non-Durables","Apparel","https://www.nasdaq.com/symbol/tlf",
"TPR","Tapestry, Inc.","32.49","9421385577.39","n/a","n/a","Consumer Non-Durables","Apparel","https://www.nasdaq.com/symbol/tpr",
"PETZ","TDH Holdings, Inc.","0.93","8764087.5","n/a","2017","Consumer Non-Durables","Packaged Foods","https://www.nasdaq.com/symbol/petz",
"TEL","TE Connectivity Ltd.","80.75","27314366203.75","n/a","n/a","Consumer Non-Durables","Electronic Components","https://www.nasdaq.com/symbol/tel",
"TESS","TESSCO Technologies Incorporated","15.48","131006636.28","n/a","1994","Consumer Non-Durables","Electronic Components","https://www.nasdaq.com/symbol/tess",
"WTER","The Alkaline Water Company Inc.","2.39","93855727.81","n/a","n/a","Consumer Non-Durables","Food Distributors","https://www.nasdaq.com/symbol/wter",
"CHEF","The Chefs&#39; Warehouse, Inc.","31.05","930521397.15","n/a","2011","Consumer Non-Durables","Food Distributors","https://www.nasdaq.com/symbol/chef",
"HAIN","The Hain Celestial Group, Inc.","23.12","2407217223.04","n/a","n/a","Consumer Non-Durables","Packaged Foods","https://www.nasdaq.com/symbol/hain",
"KHC","The Kraft Heinz Company","32.65","39814546611.8","n/a","n/a","Consumer Non-Durables","Packaged Foods","https://www.nasdaq.com/symbol/khc",
"SMPL","The Simply Good Foods Company","20.59","1686083679.66","n/a","n/a","Consumer Non-Durables","Packaged Foods","https://www.nasdaq.com/symbol/smpl",
"THO","Thor Industries, Inc.","62.37","3434308811.01","n/a","n/a","Consumer Non-Durables","Homebuilding","https://www.nasdaq.com/symbol/tho",
"TR","Tootsie Roll Industries, Inc.","37.24","1449084518.56","n/a","n/a","Consumer Non-Durables","Specialty Foods","https://www.nasdaq.com/symbol/tr",
"THS","Treehouse Foods, Inc.","64.55","3614084915.1","n/a","n/a","Consumer Non-Durables","Packaged Foods","https://www.nasdaq.com/symbol/ths",
"TUP","Tupperware Brands Corporation","25.58","1244896846.32","n/a","n/a","Consumer Non-Durables","Plastic Products","https://www.nasdaq.com/symbol/tup",
"TPB","Turning Point Brands, Inc.","46.09","901350420.08","n/a","2016","Consumer Non-Durables","Tobacco","https://www.nasdaq.com/symbol/tpb",
"TSN","Tyson Foods, Inc.","69.43","25360515165.42","n/a","n/a","Consumer Non-Durables","Meat/Poultry/Fish","https://www.nasdaq.com/symbol/tsn",
"UA","Under Armour, Inc.","18.87","8467993490.04","n/a","2016","Consumer Non-Durables","Apparel","https://www.nasdaq.com/symbol/ua",
"UAA","Under Armour, Inc.","21.14","3972246800.2","n/a","n/a","Consumer Non-Durables","Apparel","https://www.nasdaq.com/symbol/uaa",
"UFI","Unifi, Inc.","19.35","355760450.55","n/a","n/a","Consumer Non-Durables","Textiles","https://www.nasdaq.com/symbol/ufi",
"UNFI","United Natural Foods, Inc.","13.22","671838998.68","n/a","1996","Consumer Non-Durables","Food Distributors","https://www.nasdaq.com/symbol/unfi",
"UG","United-Guardian, Inc.","19.15","87981208.85","n/a","n/a","Consumer Non-Durables","Package Goods/Cosmetics","https://www.nasdaq.com/symbol/ug",
"UEIC","Universal Electronics Inc.","37.15","514251178.3","n/a","1993","Consumer Non-Durables","Consumer Electronics/Appliances","https://www.nasdaq.com/symbol/ueic",
"UUU","Universal Security Instruments, Inc.","1.34","3099268.58","n/a","n/a","Consumer Non-Durables","Electronic Components","https://www.nasdaq.com/symbol/uuu",
"USFD","US Foods Holding Corp.","34.91","7597786741.15","n/a","2016","Consumer Non-Durables","Food Distributors","https://www.nasdaq.com/symbol/usfd",
"VFC","V.F. Corporation","86.91","34382069138.04","n/a","n/a","Consumer Non-Durables","Apparel","https://www.nasdaq.com/symbol/vfc",
"VGR","Vector Group Ltd.","10.79","1520468987.18","n/a","n/a","Consumer Non-Durables","Farming/Seeds/Milling","https://www.nasdaq.com/symbol/vgr",
"VRA","Vera Bradley, Inc.","13.25","459336743","n/a","2010","Consumer Non-Durables","Apparel","https://www.nasdaq.com/symbol/vra",
"VFF","Village Farms International, Inc.","14.01","667721321.37","n/a","n/a","Consumer Non-Durables","Farming/Seeds/Milling","https://www.nasdaq.com/symbol/vff",
